region_code,region,item,element,unit,year,amount
154,Northern Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
154,Northern Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
154,Northern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,2.6
154,Northern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,2.7
154,Northern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,2.8
154,Northern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,2.9
039,Southern Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,4.11
039,Southern Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
039,Southern Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
039,Southern Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
039,Southern Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
039,Southern Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
039,Southern Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
039,Southern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,8.8
039,Southern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,9.0
039,Southern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,13.4
039,Southern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,13.8
155,Western Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,2.97
155,Western Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
155,Western Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
155,Western Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
155,Western Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
155,Western Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
155,Western Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
155,Western Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,2.2
155,Western Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,2.2
155,Western Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,4.3
155,Western Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,4.4
009,Oceania,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,3.45
009,Oceania,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
009,Oceania,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
009,Oceania,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
009,Oceania,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
009,Oceania,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
009,Oceania,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
009,Oceania,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,20.1
009,Oceania,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,20.2
009,Oceania,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,9.1
009,Oceania,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,9.1
053,Australia and New Zealand,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,3.08
053,Australia and New Zealand,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
053,Australia and New Zealand,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
053,Australia and New Zealand,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
053,Australia and New Zealand,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
053,Australia and New Zealand,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
053,Australia and New Zealand,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
053,Australia and New Zealand,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,3.2
053,Australia and New Zealand,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,3.2
053,Australia and New Zealand,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,1.0
053,Australia and New Zealand,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,1.0
199,Least Developed Countries (LDCs),"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,64.0
199,Least Developed Countries (LDCs),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,726.1
432,Land Locked Developing Countries (LLDCs),"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,53.2
432,Land Locked Developing Countries (LLDCs),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,301.3
722,Small Island Developing States (SIDS),"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,47.8
722,Small Island Developing States (SIDS),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,34.6
901,Low Income Food Deficit Countries (LIFDCs),"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,65.6
901,Low Income Food Deficit Countries (LIFDCs),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,682.1
904,Low-income economies,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,3.83
904,Low-income economies,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
904,Low-income economies,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
904,Low-income economies,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
904,Low-income economies,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
904,Low-income economies,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
904,Low-income economies,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
904,Low-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,70.9
904,Low-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,71.4
904,Low-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,508.3
904,Low-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,511.8
905,Lower-middle-income economies,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,4.07
905,Lower-middle-income economies,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
905,Lower-middle-income economies,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
905,Lower-middle-income economies,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
905,Lower-middle-income economies,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
905,Lower-middle-income economies,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
905,Lower-middle-income economies,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
905,Lower-middle-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,49.6
905,Lower-middle-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,52.4
905,Lower-middle-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,1510.1
905,Lower-middle-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,1685.2
903,High-income economies,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,3.79
903,High-income economies,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
903,High-income economies,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
903,High-income economies,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
903,High-income economies,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
903,High-income economies,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
903,High-income economies,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
903,High-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,6.1
903,High-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,6.7
903,High-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,85.6
903,High-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,84.1
906,Upper-middle-income economies,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,4.35
906,Upper-middle-income economies,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
906,Upper-middle-income economies,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
906,Upper-middle-income economies,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
906,Upper-middle-income economies,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
906,Upper-middle-income economies,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
906,Upper-middle-income economies,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2022,0.0
906,Upper-middle-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,21.4
906,Upper-middle-income economies,"Prevalence of unaffordability (PUA), percent",Value,%,Y2022,20.1
906,Upper-middle-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,605.2
906,Upper-middle-income economies,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2022,564.2
001,World,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.3
001,World,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
001,World,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
001,World,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
001,World,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
001,World,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
001,World,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
001,World,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,32.8
001,World,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
001,World,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,2653.4
001,World,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
002,Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.18
002,Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
002,Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
002,Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
002,Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
002,Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
002,Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
002,Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,66.2
002,Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
002,Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,979.6
002,Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
014,Eastern Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.18
014,Eastern Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
014,Eastern Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
014,Eastern Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
014,Eastern Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
014,Eastern Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
014,Eastern Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
014,Eastern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,73.2
014,Eastern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
014,Eastern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,357.1
014,Eastern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
017,Middle Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.24
017,Middle Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
017,Middle Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
017,Middle Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
017,Middle Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
017,Middle Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
017,Middle Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
017,Middle Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,78.1
017,Middle Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
017,Middle Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,161.0
017,Middle Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
015,Northern Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.51
015,Northern Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
015,Northern Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
015,Northern Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
015,Northern Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
015,Northern Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
015,Northern Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
015,Northern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,39.4
015,Northern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
015,Northern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,105.9
015,Northern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
746,Northern Africa (excluding Sudan),"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
746,Northern Africa (excluding Sudan),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
018,Southern Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.27
018,Southern Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
018,Southern Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
018,Southern Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
018,Southern Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
018,Southern Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
018,Southern Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
018,Southern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,62.0
018,Southern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
018,Southern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,44.8
018,Southern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
011,Western Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.01
011,Western Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
011,Western Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
011,Western Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
011,Western Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
011,Western Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
011,Western Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
011,Western Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,69.7
011,Western Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
011,Western Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,310.8
011,Western Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
202,Sub-Saharan Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.15
202,Sub-Saharan Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
202,Sub-Saharan Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
202,Sub-Saharan Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
202,Sub-Saharan Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
202,Sub-Saharan Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
202,Sub-Saharan Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
202,Sub-Saharan Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,72.1
202,Sub-Saharan Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
202,Sub-Saharan Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,873.7
202,Sub-Saharan Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
021,Northern America,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,3.75
021,Northern America,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
021,Northern America,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
021,Northern America,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
021,Northern America,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
021,Northern America,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
021,Northern America,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
021,Northern America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,4.6
021,Northern America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
021,Northern America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,17.5
021,Northern America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
013,Central America,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.51
013,Central America,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
013,Central America,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
013,Central America,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
013,Central America,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
013,Central America,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
013,Central America,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
013,Central America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,26.2
013,Central America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
013,Central America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,47.5
013,Central America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
420,Latin America,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.72
420,Latin America,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
420,Latin America,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
420,Latin America,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
420,Latin America,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
420,Latin America,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
420,Latin America,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
420,Latin America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,26.1
420,Latin America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
420,Latin America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,160.2
420,Latin America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
419,Latin America and the Caribbean,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.97
419,Latin America and the Caribbean,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
419,Latin America and the Caribbean,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
419,Latin America and the Caribbean,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
419,Latin America and the Caribbean,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
419,Latin America and the Caribbean,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
419,Latin America and the Caribbean,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
419,Latin America and the Caribbean,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,27.7
419,Latin America and the Caribbean,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
419,Latin America and the Caribbean,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,182.4
419,Latin America and the Caribbean,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
029,Caribbean,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,5.24
029,Caribbean,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
029,Caribbean,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
029,Caribbean,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
029,Caribbean,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
029,Caribbean,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
029,Caribbean,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
029,Caribbean,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,50.1
029,Caribbean,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
029,Caribbean,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,22.2
029,Caribbean,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
005,South America,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,4.85
005,South America,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
005,South America,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
005,South America,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
005,South America,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
005,South America,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
005,South America,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
005,South America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,26.0
005,South America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2023,0.0
005,South America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,112.7
005,South America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2023,0.0
513,Northern America and Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,3.9
513,Northern America and Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
513,Northern America and Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2023,0.0
